#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
143001-015045,217.507562,-1.845922,-99.000,-99.000,-99.00,-99.00,-99.00,17.45,20.41,GG,Y,C,"SuGOHI1 LinKS"
023820-024258,39.586800,-2.716300,-99.000,-99.000,0.28,-99.00,-99.00,17.47,-99.00,CG,V,C,SuGOHI5
155008+422516,237.533808,42.421233,-99.000,-99.000,0.55,-99.00,-99.00,17.48,-99.00,GG,VY,C,SuGOHI6
222649-011911,336.705987,-1.319803,-99.000,-99.000,0.25,-99.00,-99.00,17.49,-99.00,GG,V,C,SuGOHI6
114923-003950,177.348000,-0.663900,-99.000,-99.000,0.28,1.47,-99.00,17.50,23.34,CG,V,C,SuGOHI5
142232+000134,215.634666,0.026281,-99.000,-99.000,0.25,-99.00,-99.00,17.51,-99.00,GG,VY,B,"HOLISMOKES8 LinKS SuGOHI6"
222624+005405,336.600200,0.901400,-99.000,-99.000,0.22,1.49,-99.00,17.51,19.73,CG,V,C,"SuGOHI5 SuGOHI6"
150527+420240,226.362550,42.044617,-99.000,-99.000,-99.00,-99.00,-99.00,17.51,21.95,GG,Y,C,SuGOHI2
092157+034312,140.489841,3.720080,-99.000,-99.000,0.23,-99.00,-99.00,17.52,24.20,GG,"VY Y",C,"SuGOHI1 SuGOHI6"
142712-002742,216.800300,-0.461700,-99.000,-99.000,0.24,0.68,-99.00,17.52,22.77,CG,V,C,"SuGOHI6 SuGOHI5 LinKS"
021904-021625,34.769600,-2.273700,-99.000,-99.000,0.32,0.47,-99.00,17.52,19.68,CG,V,C,SuGOHI5
021555-052958,33.981800,-5.499500,-99.000,-99.000,0.24,-99.00,-99.00,17.56,-99.00,CG,V,C,SuGOHI5
023135-030152,37.896905,-3.031345,-99.000,-99.000,-99.00,-99.00,-99.00,17.57,20.66,GG,Y,C,SuGOHI1
092816+000409,142.069184,0.069202,-99.000,-99.000,0.27,-99.00,-99.00,17.57,-99.00,GG,,B,HOLISMOKES8
143750+001216,219.458599,0.204629,-99.000,-99.000,0.32,-99.00,-99.00,17.57,22.93,CG,"V Y",C,"SuGOHI1 SuGOHI5"
142355+012327,215.979444,1.391105,0.304,-99.000,0.23,-99.00,-99.00,17.57,-99.00,GG,V,C,SuGOHI6
220215+012124,330.563480,1.356670,-99.000,-99.000,0.32,0.68,-99.00,17.58,21.22,CG,"K V",A,"SuGOHI5 More2016"
083933-014044,129.889000,-1.679000,-99.000,-99.000,0.28,0.61,-99.00,17.58,18.13,CG,V,A,SuGOHI5
095736+023425,149.404100,2.573600,-99.000,-99.000,0.39,-99.00,-99.00,17.58,-99.00,CG,V,C,SuGOHI5
115447-002924,178.697799,-0.490105,-99.000,-99.000,0.24,-99.00,-99.00,17.59,-99.00,GG,VY,C,SuGOHI6
145459+015846,223.746480,1.979505,-99.000,-99.000,-99.00,-99.00,-99.00,17.60,21.33,GG,Y,C,SuGOHI2
150239-001914,225.664582,-0.320570,-99.000,-99.000,0.34,-99.00,-99.00,17.60,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
100053+033732,150.224780,3.625638,-99.000,-99.000,-99.00,-99.00,-99.00,17.61,22.87,GG,Y,C,SuGOHI2
232923-004855,352.348700,-0.815400,-99.000,-99.000,0.31,2.07,-99.00,17.62,27.28,CG,V,C,SuGOHI5
145830+000611,224.625493,0.103091,-99.000,-99.000,-99.00,-99.00,-99.00,17.63,21.15,GG,Y,C,SuGOHI1
084932+014503,132.384742,1.750838,-99.000,-99.000,-99.00,-99.00,-99.00,17.63,21.79,GG,Y,C,SuGOHI1
090132+021708,135.386900,2.285700,-99.000,-99.000,0.35,0.60,-99.00,17.64,19.40,CG,V,C,SuGOHI5
020210-003932,30.543835,-0.659103,-99.000,-99.000,-99.00,-99.00,-99.00,17.64,21.37,GG,Y,C,SuGOHI2
114733-001736,176.890970,-0.293513,-99.000,-99.000,0.22,-99.00,-99.00,17.64,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
124451+010642,191.213970,1.111935,-99.000,-99.000,0.40,-99.00,-99.00,17.64,20.03,GG,"CNN Y",B,"HOLISMOKES13 SuGOHI10 LinKS SuGOHI2"
150635+432838,226.646700,43.477400,-99.000,-99.000,0.23,1.13,-99.00,17.65,20.26,CG,V,C,SuGOHI5
115856-020146,179.737382,-2.029648,-99.000,-99.000,0.27,-99.00,-99.00,17.65,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
120139-001226,180.416100,-0.207300,-99.000,-99.000,0.28,0.43,-99.00,17.65,19.96,GG,"CNN V",B,"HOLISMOKES6+13 SuGOHI5 LinKS"
220550+041524,331.459060,4.256884,-99.000,-99.000,0.23,-99.00,-99.00,17.66,22.52,GG,Y,B,"HOLISMOKES8 SuGOHI2"
145640+425642,224.169919,42.945250,-99.000,-99.000,0.28,-99.00,-99.00,17.66,-99.00,GG,,B,HOLISMOKES8
085937+022102,134.906402,2.350806,-99.000,-99.000,0.22,-99.00,-99.00,17.66,-99.00,GG,V,C,SuGOHI6
084357+003702,130.990200,0.617300,-99.000,-99.000,0.29,0.54,-99.00,17.66,18.78,CG,V,C,"SuGOHI5 LinKS"
090409-002044,136.037800,-0.345700,-99.000,-99.000,0.29,-99.00,-99.00,17.66,-99.00,CG,V,C,SuGOHI5
021300-034703,33.251900,-3.784200,-99.000,-99.000,0.29,0.57,-99.00,17.67,18.51,CG,V,C,SuGOHI5
083655-013430,129.232666,-1.575148,-99.000,-99.000,0.29,-99.00,-99.00,17.67,-99.00,GG,,B,"HOLISMOKES8 LinKS"
144811-012257,222.048900,-1.382700,-99.000,-99.000,0.22,0.71,-99.00,17.68,19.10,CG,V,C,SuGOHI5
234933-010216,357.387600,-1.038000,-99.000,-99.000,0.32,1.23,-99.00,17.68,24.78,CG,V,C,SuGOHI5
145930+441048,224.878900,44.180100,-99.000,-99.000,0.29,-99.00,-99.00,17.69,19.37,CG,V,A,"HOLISMOKES8 SuGOHI5"
233804+000827,354.517710,0.141022,-99.000,-99.000,-99.00,-99.00,-99.00,17.69,21.07,GG,Y,C,SuGOHI2
153144+432442,232.936430,43.411888,-99.000,-99.000,-99.00,-99.00,-99.00,17.72,20.90,GG,Y,C,SuGOHI2
143438+431542,218.658600,43.261700,-99.000,-99.000,0.37,-99.00,-99.00,17.72,-99.00,CG,"CNN V",A,"HOLISMOKES8 SuGOHI10 SuGOHI5 HOLISMOKES6+13"
020328-065949,30.869600,-6.997000,-99.000,-99.000,0.37,1.12,-99.00,17.72,9.13,CG,V,C,SuGOHI5
010730+000920,16.877870,0.155710,-99.000,-99.000,0.28,-99.00,-99.00,17.73,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
142716-002933,216.818381,-0.492714,0.320,-99.000,0.24,-99.00,-99.00,17.74,-99.00,GG,V,C,SuGOHI6
122438-004153,186.160950,-0.698088,-99.000,-99.000,0.35,-99.00,-99.00,17.74,-99.00,GG,CNN,B,"HOLISMOKES8 LinKS HOLISMOKES6+13"
022008-034852,35.035636,-3.814587,-99.000,-99.000,0.31,-99.00,-99.00,17.75,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
092252+034018,140.717600,3.671700,-99.000,-99.000,0.28,0.74,-99.00,17.75,19.49,CG,V,C,SuGOHI5
151713+432625,229.307900,43.440400,-99.000,-99.000,0.20,0.49,-99.00,17.75,19.59,CG,V,C,SuGOHI5
084729+013050,131.871600,1.514100,-99.000,-99.000,0.37,0.89,-99.00,17.76,22.59,CG,V,C,SuGOHI5
084002-002730,130.010900,-0.458500,-99.000,-99.000,0.28,1.43,-99.00,17.77,25.62,CG,V,C,"SuGOHI5 LinKS"
231004+024759,347.519610,2.799920,-99.000,-99.000,0.35,-99.00,-99.00,17.77,21.07,GG,"CNN V Y",B,"HOLISMOKES6+13 SuGOHI5 SuGOHI2"
084211+013835,130.546459,1.643238,-99.000,-99.000,0.29,-99.00,-99.00,17.78,-99.00,GG,"VY CNN",B,"HOLISMOKES8 LinKS SuGOHI6 HOLISMOKES6+13"
142458+010913,216.242940,1.153624,0.304,-99.000,0.27,-99.00,-99.00,17.79,-99.00,GG,V,C,SuGOHI6
222301-000527,335.755713,-0.090857,-99.000,-99.000,0.28,-99.00,-99.00,17.80,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
222525+010139,336.354245,1.027697,-99.000,-99.000,-99.00,-99.00,-99.00,17.80,21.27,GG,Y,C,SuGOHI1
021233-061210,33.141126,-6.202840,0.428,-99.000,0.27,-99.00,-99.00,17.81,-99.00,GG,VY,C,"Gavazzi2014 SuGOHI6"
022045-032559,35.189500,-3.433200,-99.000,-99.000,0.28,-99.00,-99.00,17.82,-99.00,CG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI5 SuGOHI6"
141745+002537,214.439660,0.426958,-99.000,-99.000,-99.00,-99.00,-99.00,17.82,21.67,GG,Y,C,SuGOHI1
023744-052423,39.434775,-5.406537,-99.000,-99.000,-99.00,-99.00,-99.00,17.82,23.72,GG,YC,C,SuGOHI1
122335-021030,185.896300,-2.175100,-99.000,-99.000,0.35,2.11,-99.00,17.83,25.97,CG,V,B,SuGOHI5
142449+014034,216.206142,1.676345,-99.000,-99.000,-99.00,-99.00,-99.00,17.83,21.27,GG,Y,C,SuGOHI1
100702-010735,151.761790,-1.126620,-99.000,-99.000,0.29,-99.00,-99.00,17.83,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
143632+010731,219.134071,1.125421,-99.000,-99.000,-99.00,-99.00,-99.00,17.83,21.53,GG,Y,C,SuGOHI1
094728-011132,146.868000,-1.192300,-99.000,-99.000,0.26,1.11,-99.00,17.83,23.67,CG,V,B,SuGOHI5
091343+043153,138.429528,4.531657,-99.000,-99.000,0.25,-99.00,-99.00,17.83,-99.00,GG,VY,C,SuGOHI6
122450-004215,186.209500,-0.704200,-99.000,-99.000,0.38,0.56,-99.00,17.85,18.71,CG,"CNN V",A,"HOLISMOKES8 SuGOHI5 LinKS HOLISMOKES6+13"
142706+004314,216.777500,0.720700,-99.000,-99.000,0.28,-99.00,-99.00,17.85,-99.00,CG,V,B,"SuGOHI5 LinKS"
020909-063207,32.289881,-6.535405,-99.000,-99.000,0.43,-99.00,-99.00,17.86,-99.00,GG,"CNN V",B,"Gavazzi2014 SuGOHI10 SuGOHI6"
143611+432921,219.046200,43.489200,-99.000,-99.000,0.39,-99.00,-99.00,17.86,18.32,CG,V,A,SuGOHI5
015958-050427,29.992779,-5.074338,-99.000,-99.000,0.39,-99.00,-99.00,17.86,-99.00,GG,"CNN V",A,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
164127+425013,250.364300,42.837200,-99.000,-99.000,0.19,0.95,-99.00,17.86,24.29,CG,V,C,SuGOHI5
114301-004712,175.755400,-0.786700,-99.000,-99.000,0.27,0.87,-99.00,17.87,19.47,CG,"CNN V",A,"HOLISMOKES8 SuGOHI10 SuGOHI5"
122225-012652,185.607200,-1.447800,-99.000,-99.000,0.29,1.86,-99.00,17.88,23.24,CG,V,A,SuGOHI5
144126-001859,220.361800,-0.316600,-99.000,-99.000,0.35,0.43,-99.00,17.88,18.88,CG,V,B,SuGOHI5
092454+003913,141.227450,0.653685,-99.000,-99.000,0.38,-99.00,-99.00,17.88,25.13,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
120336-004021,180.903093,-0.672550,-99.000,-99.000,0.28,-99.00,-99.00,17.88,-99.00,GG,V,C,SuGOHI6
015706-012225,29.278900,-1.373600,-99.000,-99.000,0.52,1.19,-99.00,17.88,20.55,GG,V,C,SuGOHI5
123816-001011,189.567670,-0.169724,-99.000,-99.000,-99.00,-99.00,-99.00,17.88,23.05,GG,Y,C,"LinKS SuGOHI2"
154912+434556,237.300049,43.765692,-99.000,-99.000,0.28,-99.00,-99.00,17.90,-99.00,GG,,B,HOLISMOKES8
141458+523829,213.745115,52.641425,0.421,-99.000,0.33,-99.00,-99.00,17.93,-99.00,GG,V,C,SuGOHI6
225932+001611,344.886260,0.269812,-99.000,-99.000,-99.00,-99.00,-99.00,17.93,20.46,GG,Y,C,SuGOHI2
142017+005831,215.074100,0.975500,-99.000,-99.000,0.25,0.84,-99.00,17.94,20.93,CG,"VY V",B,"SuGOHI5 SuGOHI6"
085138-004604,132.910209,-0.767829,-99.000,-99.000,0.34,-99.00,-99.00,17.94,-99.00,GG,V,C,SuGOHI6
235933+020823,359.889700,2.139800,-99.000,-99.000,0.44,1.18,-99.00,17.94,22.16,CG,V,A,"DECaLS SuGOHI5"
095917+010159,149.820800,1.033000,-99.000,-99.000,0.35,0.73,-99.00,17.94,-99.00,CG,V,B,"HOLISMOKES8 SuGOHI5"
021351-044951,33.463316,-4.830919,-99.000,-99.000,-99.00,-99.00,-99.00,17.94,21.63,GG,Y,C,SuGOHI1
100532-010027,151.386700,-1.007700,-99.000,-99.000,0.40,1.65,-99.00,17.94,24.21,CG,V,B,SuGOHI5
023823-034811,39.598700,-3.803100,-99.000,-99.000,0.29,1.51,-99.00,17.95,27.22,CG,V,B,SuGOHI5
140444-022123,211.187433,-2.356561,-99.000,-99.000,0.31,-99.00,-99.00,17.95,-99.00,GG,VY,C,"LinKS SuGOHI6"
141908+002049,214.785100,0.347100,-99.000,-99.000,0.25,1.15,-99.00,17.95,21.67,CG,V,B,"SuGOHI5 SuGOHI6"
162452+424221,246.219354,42.705899,-99.000,-99.000,0.31,-99.00,-99.00,17.97,-99.00,GG,,B,HOLISMOKES8
134458+002422,206.243670,0.406339,-99.000,-99.000,-99.00,-99.00,-99.00,17.98,22.14,GG,Y,C,SuGOHI2
162936+423911,247.400300,42.653200,-99.000,-99.000,0.26,0.55,-99.00,17.98,21.98,CG,V,C,SuGOHI5
091031+003142,137.631696,0.528578,-99.000,-99.000,0.28,-99.00,-99.00,17.98,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
233047-000231,352.697900,-0.042000,-99.000,-99.000,0.30,0.50,-99.00,17.99,20.18,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI5 HOLISMOKES6+13"
145058-005521,222.744630,-0.922577,-99.000,-99.000,0.29,-99.00,-99.00,17.99,-99.00,GG,,B,HOLISMOKES8
144158+010740,220.495100,1.127800,-99.000,-99.000,0.38,1.54,-99.00,17.99,27.38,CG,V,C,SuGOHI5
141831-000052,214.630858,-0.014624,-99.000,-99.000,0.25,-99.00,-99.00,18.00,22.03,GG,"CNN Y",B,"SuGOHI10 HOLISMOKES8 SuGOHI1 LinKS"
142857-003721,217.241548,-0.622705,0.320,-99.000,0.31,-99.00,-99.00,18.00,-99.00,GG,"VY CNN",B,"HOLISMOKES6+13 SuGOHI6"
142818+004331,217.075000,0.725200,-99.000,-99.000,0.32,1.87,-99.00,18.00,25.37,CG,V,B,SuGOHI5
000129-000241,0.373500,-0.044900,-99.000,-99.000,0.26,0.59,-99.00,18.00,24.44,CG,V,C,SuGOHI5
140925-005051,212.356400,-0.847600,-99.000,-99.000,0.28,-99.00,-99.00,18.00,-99.00,CG,V,C,SuGOHI5
101406-005405,153.528600,-0.901500,-99.000,-99.000,0.29,0.67,-99.00,18.01,18.86,CG,V,C,SuGOHI5
223449+024250,338.707676,2.713990,-99.000,-99.000,0.34,-99.00,-99.00,18.01,-99.00,GG,VY,C,SuGOHI6
142242-000555,215.676214,-0.098737,-99.000,-99.000,0.31,-99.00,-99.00,18.01,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
083938+000603,129.909700,0.100800,-99.000,-99.000,0.28,1.43,-99.00,18.01,26.71,CG,V,C,SuGOHI5
022056-063934,35.235798,-6.659525,-99.000,-99.000,0.32,-99.00,1.19,18.01,-99.00,GG,"CNN K",B,"Gavazzi2014 SL2S SuGOHI10 HOLISMOKES8"
092309+010713,140.789559,1.120504,-99.000,-99.000,-99.00,-99.00,-99.00,18.02,21.32,GG,Y,C,SuGOHI1
160250+433505,240.710700,43.584700,-99.000,-99.000,0.41,0.72,-99.00,18.02,21.97,CG,"CNN V",B,"SuGOHI10 SuGOHI5"
223346-003014,338.445300,-0.503900,-99.000,-99.000,0.39,-99.00,-99.00,18.02,-99.00,CG,"CNN V",B,"HOLISMOKES13 SuGOHI5 SuGOHI6"
141105+005655,212.772516,0.948738,-99.000,-99.000,0.27,-99.00,-99.00,18.03,-99.00,GG,VY,C,SuGOHI6
020420-044355,31.084900,-4.732100,-99.000,-99.000,0.30,-99.00,-99.00,18.03,-99.00,CG,"VY CNN V",B,"HOLISMOKES6+13 SuGOHI10 SuGOHI5 SuGOHI6"
021517-061741,33.822190,-6.294840,-99.000,-99.000,0.25,-99.00,-99.00,18.03,-99.00,GG,CNN,B,"Gavazzi2014 HOLISMOKES8 SuGOHI10"
221459+033824,333.748500,3.640100,-99.000,-99.000,0.38,0.44,-99.00,18.03,18.83,CG,V,C,SuGOHI5
021258-051809,33.242428,-5.302771,-99.000,-99.000,-99.00,-99.00,-99.00,18.04,21.51,GG,Y,C,SuGOHI1
152538+443005,231.410070,44.501503,-99.000,-99.000,-99.00,-99.00,-99.00,18.05,21.51,GG,Y,C,SuGOHI2
145106+011133,222.776600,1.192700,-99.000,-99.000,0.35,-99.00,-99.00,18.05,-99.00,CG,"CNN V",B,"HOLISMOKES8 SuGOHI5 LinKS HOLISMOKES6+13"
085227+002438,133.113000,0.410500,-99.000,-99.000,0.13,0.26,-99.00,18.05,21.05,CG,V,C,SuGOHI5
022843-051744,37.181711,-5.295705,-99.000,-99.000,-99.00,-99.00,-99.00,18.06,23.05,GG,Y,C,SuGOHI1
123554+005550,188.975734,0.930603,-99.000,-99.000,0.33,-99.00,-99.00,18.06,-99.00,GG,,A,HOLISMOKES8
234603-001058,356.514700,-0.182800,-99.000,-99.000,0.26,0.38,-99.00,18.06,19.48,CG,V,B,SuGOHI5
151321+433531,228.341200,43.591900,-99.000,-99.000,0.44,-99.00,-99.00,18.07,-99.00,CG,V,C,SuGOHI5
151601+430024,229.006870,43.006737,-99.000,-99.000,-99.00,-99.00,-99.00,18.08,23.05,GG,Y,C,SuGOHI2
020025-052855,30.106500,-5.482100,-99.000,-99.000,0.41,1.36,-99.00,18.08,23.36,CG,V,C,SuGOHI5
021043-042122,32.679417,-4.356142,-99.000,-99.000,-99.00,-99.00,-99.00,18.08,21.77,GG,Y,C,SuGOHI1
145444+010027,223.685377,1.007683,0.319,-99.000,0.26,-99.00,-99.00,18.08,-99.00,GG,VY,C,SuGOHI6
144228+002105,220.619898,0.351510,0.169,-99.000,0.19,-99.00,-99.00,18.09,-99.00,GG,,B,HOLISMOKES8
145406+015844,223.526700,1.979000,-99.000,-99.000,0.38,-99.00,-99.00,18.09,-99.00,CG,V,C,SuGOHI5
015835-015050,29.649655,-1.847338,-99.000,-99.000,0.44,-99.00,-99.00,18.10,-99.00,GG,VY,C,SuGOHI6
145735+441213,224.396500,44.203718,-99.000,-99.000,-99.00,-99.00,-99.00,18.10,21.99,GG,Y,C,SuGOHI2
120729-000902,181.874342,-0.150673,-99.000,-99.000,0.33,-99.00,-99.00,18.11,-99.00,GG,V,C,SuGOHI6
095533+031531,148.888330,3.258888,-99.000,-99.000,-99.00,-99.00,-99.00,18.11,21.49,GG,Y,C,SuGOHI2
224618-003841,341.576731,-0.644923,-99.000,-99.000,0.35,-99.00,-99.00,18.12,-99.00,GG,VY,C,SuGOHI6
092645-010114,141.687600,-1.020500,-99.000,-99.000,0.37,-99.00,-99.00,18.12,-99.00,CG,V,B,"HOLISMOKES8 SuGOHI5"
085337-010830,133.407430,-1.141765,-99.000,-99.000,0.32,-99.00,-99.00,18.12,-99.00,GG,V,C,SuGOHI6
091617-002405,139.073000,-0.401500,-99.000,-99.000,0.34,0.66,-99.00,18.12,19.82,CG,V,C,"SuGOHI5 LinKS"
222051+005815,335.214700,0.970900,-99.000,-99.000,0.33,0.91,-99.00,18.13,22.57,CG,V,C,SuGOHI5
021042-035936,32.676646,-3.993453,-99.000,-99.000,-99.00,-99.00,-99.00,18.13,23.43,GG,Y,C,SuGOHI1
235952+004154,359.969800,0.698500,-99.000,-99.000,0.28,0.75,-99.00,18.13,23.95,CG,V,C,SuGOHI5
230658+022543,346.742830,2.428647,-99.000,-99.000,0.33,0.94,-99.00,18.13,18.99,CG,"CNN V Y",B,"HOLISMOKES8 HOLISMOKES13 SuGOHI5 SuGOHI2"
092009+035120,140.038700,3.855500,-99.000,-99.000,0.37,-99.00,-99.00,18.14,-99.00,CG,V,C,SuGOHI5
153821+430433,234.589500,43.075800,-99.000,-99.000,0.28,0.79,-99.00,18.14,20.38,CG,V,C,SuGOHI5
010315+000456,15.816300,0.082200,-99.000,-99.000,0.29,0.45,-99.00,18.14,21.32,CG,V,C,"DECaLS SuGOHI5"
164105+424737,250.274000,42.793800,-99.000,-99.000,0.23,0.44,-99.00,18.14,20.15,CG,V,C,SuGOHI5
145336-010527,223.400748,-1.091022,0.315,-99.000,0.26,-99.00,-99.00,18.15,-99.00,GG,V,C,SuGOHI6
091331+003906,138.379567,0.651741,-99.000,-99.000,0.35,0.54,-99.00,18.15,19.81,GG,"V Y",B,"HOLISMOKES8 SuGOHI5 SuGOHI1 LinKS"
023834-054939,39.641733,-5.827643,-99.000,-99.000,0.27,-99.00,-99.00,18.16,-99.00,GG,V,C,SuGOHI6
140452+005122,211.217906,0.856289,-99.000,-99.000,0.35,-99.00,-99.00,18.17,-99.00,GG,"VY CNN",A,"SuGOHI6 HOLISMOKES8 SuGOHI10 LinKS HOLISMOKES6+13"
222532+020629,336.385200,2.108000,-99.000,-99.000,0.47,1.84,-99.00,18.17,19.46,CG,V,C,SuGOHI5
233740+001640,354.417400,0.277900,-99.000,-99.000,0.32,-99.00,-99.00,18.17,-99.00,CG,V,A,SuGOHI5
145932-000120,224.886657,-0.022346,-99.000,-99.000,0.35,-99.00,-99.00,18.17,-99.00,GG,,B,HOLISMOKES8
023540-040158,38.919279,-4.032817,-99.000,-99.000,0.36,-99.00,-99.00,18.17,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI6"
114841+011334,177.174500,1.226100,-99.000,-99.000,0.35,1.53,-99.00,18.17,25.62,CG,V,C,SuGOHI5
223734+020604,339.395500,2.101300,-99.000,-99.000,0.32,1.43,-99.00,18.17,22.00,CG,V,C,SuGOHI5
085036-003413,132.650000,-0.570400,-99.000,-99.000,0.30,1.26,-99.00,18.17,20.53,CG,V,C,SuGOHI5
010709+011729,16.787600,1.291400,-99.000,-99.000,0.44,3.80,-99.00,18.18,25.84,CG,V,B,"DECaLS SuGOHI5"
021845-050505,34.689856,-5.084818,-99.000,-99.000,-99.00,-99.00,-99.00,18.18,20.63,GG,Y,C,SuGOHI1
091740+004438,139.420300,0.743912,-99.000,-99.000,0.33,-99.00,-99.00,18.18,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
092331-012210,140.882862,-1.369707,-99.000,-99.000,0.32,-99.00,-99.00,18.18,22.32,GG,"VY Y",C,"SuGOHI1 SuGOHI6"
142619+010535,216.582361,1.093331,-99.000,-99.000,0.29,-99.00,-99.00,18.19,-99.00,GG,,B,HOLISMOKES8
015310-042315,28.294120,-4.387660,-99.000,-99.000,0.30,-99.00,-99.00,18.19,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10"
115714-010925,179.312200,-1.157000,-99.000,-99.000,0.34,-99.00,-99.00,18.19,-99.00,GG,V,C,SuGOHI5
221306-001830,333.276600,-0.308400,-99.000,-99.000,0.33,1.10,-99.00,18.19,19.56,CG,V,B,"DES SuGOHI5 SuGOHI6"
220045+040530,330.188500,4.091800,-99.000,-99.000,0.46,1.27,-99.00,18.19,25.62,CG,V,C,SuGOHI5
230957+020406,347.491600,2.068400,-99.000,-99.000,0.20,0.44,-99.00,18.19,18.39,GG,V,C,SuGOHI5
084905-013315,132.272800,-1.554200,-99.000,-99.000,0.33,0.58,-99.00,18.20,20.31,CG,V,C,"SuGOHI5 LinKS"
121953+000500,184.972310,0.083404,-99.000,-99.000,-99.00,-99.00,-99.00,18.20,21.49,GG,Y,C,SuGOHI2
225011+002332,342.549681,0.392402,-99.000,-99.000,-99.00,-99.00,-99.00,18.20,21.51,GG,YC,C,SuGOHI1
085526+005925,133.858670,0.990392,-99.000,-99.000,0.28,-99.00,-99.00,18.21,-99.00,GG,,B,HOLISMOKES8
022629-024048,36.624100,-2.680000,-99.000,-99.000,0.30,-99.00,-99.00,18.21,-99.00,CG,V,C,SuGOHI5
092126-000803,140.361394,-0.134299,-99.000,-99.000,-99.00,-99.00,-99.00,18.21,22.48,GG,Y,C,SuGOHI1
142036-000733,215.152435,-0.125886,-99.000,-99.000,0.32,-99.00,-99.00,18.21,-99.00,GG,"VY CNN",C,"SuGOHI10 SuGOHI6"
124438-013945,191.160770,-1.662507,-99.000,-99.000,0.36,-99.00,-99.00,18.21,23.14,GG,Y,B,"HOLISMOKES8 SuGOHI2"
093707+002731,144.279406,0.458643,-99.000,-99.000,0.38,-99.00,-99.00,18.22,-99.00,GG,,A,HOLISMOKES8
143339+014224,218.415522,1.706887,0.366,-99.000,0.32,-99.00,-99.00,18.22,-99.00,GG,V,C,SuGOHI6
232229-002222,350.623600,-0.372900,-99.000,-99.000,0.31,1.62,-99.00,18.22,26.50,CG,V,C,SuGOHI5
015719-050039,29.332600,-5.010900,-99.000,-99.000,0.26,-99.00,-99.00,18.22,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI5"
232159+002050,350.499020,0.347331,-99.000,-99.000,0.44,-99.00,-99.00,18.22,22.40,GG,"CNN Y",B,"HOLISMOKES6+13 SuGOHI2"
233514-012101,353.810700,-1.350400,-99.000,-99.000,0.51,0.85,-99.00,18.22,22.40,CG,V,C,SuGOHI5
084520-005456,131.333900,-0.915600,-99.000,-99.000,0.34,1.66,-99.00,18.23,22.67,CG,V,A,"SuGOHI6 SuGOHI5 LinKS"
123307+013149,188.280200,1.530300,-99.000,-99.000,0.42,1.38,-99.00,18.23,23.54,CG,V,B,"SuGOHI5 LinKS"
135209-010325,208.038900,-1.057150,-99.000,-99.000,0.25,-99.00,-99.00,18.24,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
084828+022227,132.116895,2.374328,-99.000,-99.000,-99.00,-99.00,-99.00,18.25,22.25,GG,Y,C,"SuGOHI1 LinKS"
223735+004014,339.397350,0.670782,-99.000,-99.000,0.32,-99.00,-99.00,18.25,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
122917+003649,187.324700,0.613800,-99.000,-99.000,0.40,0.95,-99.00,18.26,23.69,CG,V,C,SuGOHI5
234251-001501,355.713600,-0.250500,-99.000,-99.000,0.29,-99.00,-99.00,18.26,-99.00,GG,V,B,"HOLISMOKES8 SuGOHI5"
121731+002349,184.381300,0.397100,-99.000,-99.000,0.38,-99.00,-99.00,18.26,-99.00,CG,V,C,SuGOHI5
141711+521541,214.298153,52.261633,-99.000,-99.000,-99.00,-99.00,-99.00,18.26,23.05,GG,Y,C,SuGOHI1
083956+020632,129.985209,2.109015,-99.000,-99.000,-99.00,-99.00,-99.00,18.26,21.94,GG,Y,C,SuGOHI1
220759+005827,331.996400,0.974100,-99.000,-99.000,0.26,-99.00,-99.00,18.27,-99.00,GG,V,C,SuGOHI5
144110-002754,220.294292,-0.465112,0.401,-99.000,0.35,-99.00,-99.00,18.27,-99.00,GG,VY,C,SuGOHI6
220944+041551,332.436700,4.264300,-99.000,-99.000,0.30,1.30,-99.00,18.27,22.34,CG,V,C,SuGOHI5
